PM2.5 (ug/m3),NO (mg/m3),NO2 (ug/m3),NOx (ppb),SO2 (ug/m3),Ozone (ug/m3),Air_Quality_Index(AQI),AQI Category,Benzene (ug/m3),Toluene (ug/m3),Temp (degree C),RH (%),WS (m/s),WD (deg),SR (W/mt2),T,TM,Tm,SLP,H,VV,V,VM
43.12,5.34,14.51,11.96,6.28,20.25,72,1,1.34,8.2,27.18,77.45,1.05,114.7,97.43,30.4,35,26.6,1000.9,81,2.9,8.5,18.3
37.63,4.25,12.74,10.15,5.81,17.23,62,1,0.49,1.97,27.16,83.04,1.87,132.22,69.04,30.5,35.5,25.6,1000.7,83,2.3,4.3,9.4
33.71,4.74,12.34,10.32,5.25,12.73,55,1,0.28,1.88,25.26,93.22,1.92,146.36,42.97,30.6,35,24.8,1000.5,78,2.9,10,24.1
26.88,4.23,12.03,9.77,4.23,15.49,43,1,0.25,1.8,25.73,79.9,1.34,258.15,64.11,29.9,34.8,26.6,998.5,79,2.7,10.7,18.3
42.13,10.98,12.78,15.57,4.46,17.99,70,1,1.51,7.32,26.88,71.07,0.69,165.86,99.42,26.9,32.5,25.2,999.1,91,2.4,11.1,18.3
53.58,6.52,12.28,11.69,5.67,22.07,88,1,1.58,9.44,27.54,75.57,1.07,200.51,92.07,27.3,30,24.8,1003,88,2.3,6.5,18.3
68.87,5.82,12,11,4.6,23.59,124,2,1.12,4.61,27.97,73.68,1,208.89,76.76,30.7,34,23.6,1003.7,70,2.7,6.1,14.8
54.44,5.8,13.52,11.83,5.16,20.95,90,1,1.3,5.7,27.99,72.85,0.92,192.45,79.87,31.4,35,25.6,1002.5,70,2.6,8.3,16.5
57.85,7.82,33,23.81,6.64,21.33,95,1,2.09,11.18,28.11,75.02,0.85,229.13,96.62,32,36,24.8,1002.1,69,2.9,8.1,18.3
69.48,14.54,25.82,25.36,10.35,23.29,128,2,2.71,11.85,27.82,82.64,0.7,167.62,49.48,30.4,36.1,24.5,1002.4,73,2.7,6.5,18.3
41.25,5.55,26.8,13.2,9.27,23.42,68,1,0.77,2.32,27.64,84.09,1.08,152.06,43.69,31.8,36,24.6,1002,68,2.9,6.5,16.5
37.81,24.02,99.84,69.49,6.01,20.81,119,2,0.6,1.8,28.24,74.07,1.56,144.28,103.01,31.1,36.2,27.8,1002.4,75,2.4,6.3,14.8
48.02,18.05,30.38,26.91,8.39,35.86,80,1,1.32,4.95,29.36,69.96,0.87,142.43,72.97,29.3,34,26.4,1003.3,81,2.1,6.7,14.8
41.98,5.68,20.44,15.41,3.69,29.36,68,1,0.75,2.62,30,70.85,1.29,162.69,83.82,32.9,36.4,27.4,1001.5,67,3.1,5.4,13
46.54,6.52,17.78,14.67,2.15,35.65,77,1,1.17,4.86,30.23,71.04,1.05,179.09,67.53,33.8,38,28.2,1002.9,65,3.2,7.2,13
65.02,6.36,19.15,15.27,5.09,32.75,114,2,2.7,9.35,30.51,77.27,0.62,175.75,66.3,33.6,38.1,29.2,1003.3,66,3.1,7.8,14.8
55.93,6.5,23.14,17.51,9.36,48.72,91,1,1.39,5.53,30.63,72.88,0.87,159.67,63.67,33,36.7,29.2,998.8,68,2.6,5.9,11.1
86.42,7.34,21.94,17.51,11.04,34.98,186,2,2.15,10.3,30.48,79.12,0.61,115.02,46.42,29.9,37,26.4,1001.5,76,2.6,8,18.3
92.6,7.37,27.27,20.35,10.87,39.18,204,3,2,10,30.36,79.06,0.78,161.8,46.07,32.7,36.4,27.1,1000.8,69,2.7,4.3,11.1
47.47,11.18,20.04,19.58,5.85,17.35,78,1,1.32,6.51,29.93,78.7,0.95,146.09,61.66,32.6,36.2,27.6,1000,75,2.3,5.9,11.1
52.41,7.12,19.72,16.19,4.92,33.3,86,1,1.11,5.41,30.01,78.96,0.97,108.92,115.85,31.7,37,28.2,998.8,73,1.9,6.5,9.4
63.98,6.79,16.38,14.11,1.78,36.91,107,2,1.26,5.72,31.6,73.13,0.79,88.68,121.07,29.9,37.2,27.2,1000.1,83,1.9,5.9,11.1
75.85,12.64,17.69,19.33,5.53,38.18,148,2,1.53,7.21,30.71,67.19,0.68,114.93,70.56,31.9,35.5,26.4,1001,74,2.1,3.9,9.4
85.37,8.44,22.32,18.62,5.22,54.61,182,2,1.14,5.52,31.36,67.45,0.67,143.53,73.38,32.2,36,28.3,999.5,70,1.9,3.9,11.1
71.47,6.52,26.09,19.09,8.53,42.2,135,2,1.36,5.7,31.23,68.2,1.18,172.25,56.85,32.4,36.6,27.6,999.4,70,1.9,1.5,5.4
50.05,6.52,24.23,14.18,3.87,34.96,83,1,0.59,2.67,30.25,72.94,1.28,156.36,67.84,33.6,37.5,28.2,1000.5,67,2.1,3.7,7.6
40.85,6.1,15.59,13.16,4.39,37.27,67,1,0.67,2.6,31.43,68.49,1.28,141.54,60.8,33.3,38.2,29.4,1002.9,71,2.4,8,22.2
53.43,10.42,18.1,17.97,5.19,29.99,88,1,0.98,3.81,30.57,68.64,0.67,168.93,71.94,32,35,28.8,1004.5,70,2.9,8.3,14.8
60.38,7.34,19.07,15.88,5.84,40.92,100,1,1.22,5.59,30.99,67.07,0.77,123.39,73.96,30.7,35.2,27.3,1003.8,78,2.3,5.4,10.7
52.02,8.35,21.24,17.27,11.6,31.61,86,1,0.73,3.38,30.23,66.19,1.26,156.17,72.18,32.3,36,27.1,1002.4,69,2.6,4.4,9.4
45.95,6.12,15.33,13.05,6.62,27.18,75,1,0.22,1.76,30.26,72.2,1.72,154.98,50.02,32.3,37,27.5,1003.9,64,2.6,6.3,14.8
45.46,7.71,33.32,23.9,14.44,19.62,75,1,0.57,3.42,28.96,69.94,1.18,164.55,65.52,30.9,36.8,26.2,1008.2,67,3.1,7.8,13
45.58,8.49,25.11,20.15,9.83,27.18,75,1,0.67,3.31,27.74,71.34,0.97,153.23,59.85,29.1,35.1,25.1,1009.5,75,2.7,7.8,14.8
41.69,15.36,26.2,25.31,17.25,19.69,68,1,0.79,4.07,25.81,84.11,1.06,156.83,54.74,30.8,35,24.9,1007.5,68,3.1,6.7,13
41.71,6.8,21.36,16.8,12.09,29.37,68,1,0.69,3.67,26.93,73.23,1.02,146.4,56.76,28,35.3,24,1007.2,81,2.3,5.4,14.8
50.91,6.94,24.5,18.58,10.5,36.12,83,1,0.66,3.3,27.86,70.37,1.15,154.42,49.45,27.2,35.2,23.7,1009.5,82,2.7,7.6,14.8
43.05,7.85,23.86,18.73,12.23,38.04,72,1,0.73,3.32,27.5,69.97,1.24,144.23,57.94,29.1,32,24,1010.7,71,2.4,4.1,7.6
38.5,6.83,21.19,16.55,13.34,19.43,64,1,0.21,2.57,27.94,74.29,1.44,145.9,49.33,29.4,34,23.9,1010.2,72,2.7,5.7,13
41.33,10.18,23.03,19.75,15.97,28.47,68,1,0.63,3.56,28.31,72.8,1.35,130.13,36.11,30.2,35,24.5,1011.6,68,2.9,7.2,13
35.92,6.91,21,16.7,12.31,34.08,59,1,0.44,2.88,27.03,76.4,1.27,141.2,42.91,28.5,34,25.4,1010.3,76,3.1,9.1,14.8
41.87,7.51,20,16.1,10.47,26.43,68,1,0.62,2.64,27.88,71.66,1.29,158.56,52.37,27.7,33,24.2,1009.5,77,2.9,8.7,14.8
46.46,7.93,25.27,19.6,5.04,40.31,77,1,0.81,3.59,27.11,72.92,0.81,139.13,58.29,27.4,31.2,23.8,1008.2,79,2.6,5.6,9.4
60.56,14.06,29.35,26.76,11.08,37.74,100,1,2.32,7.93,27.52,63.81,0.61,142.08,59.78,28.7,33,23.8,1008.3,74,2.9,6.7,11.1
57.64,8.94,27.3,21.24,13.28,37.91,95,1,1.07,7.35,26.11,60.42,1.05,212.16,64.9,28.8,34.4,21.4,1010.9,68,2.4,5.2,14.8
74.74,7.85,30.57,22.22,11.22,43.85,145,2,1.72,8.96,26.04,58.76,0.82,160.66,61.06,27.1,34.8,19.8,1009.5,73,2.7,7.8,13
77.31,21.46,28.75,30.5,13.53,45,155,2,1.74,5.69,26.68,62.78,1.12,189.29,58.21,27.3,33,21,1010.3,62,3.4,7.6,14.8
66.14,49.71,29.99,50.78,12.22,47.47,118,2,1.29,5.24,26.26,58.12,1.06,235.35,65.73,27.6,33,21.1,1011,63,3.1,5.9,11.1
94.47,39.7,38.17,50.03,21.13,54.29,211,3,4.82,12.98,25.76,57.56,0.67,153.33,61.38,27.7,32.9,22.4,1011.6,61,2.4,8.1,18.3
112.76,34.06,44.72,49.37,22.78,56.97,272,3,4.88,29.86,26.86,53.72,0.68,133.73,55.55,27.2,32,20.2,1011.5,58,3.5,6.7,14.8
103.15,8.35,33.6,24.55,21.51,54.69,241,3,3.25,12.25,26.09,55.23,0.67,148.56,61.86,27.5,34,20.3,1010.9,60,3.1,3.3,11.1
93.74,5.86,32.27,21.85,21.67,51.82,207,3,2.44,7.45,26.47,57.74,0.69,108.68,56.1,27.7,34,21,1010,59,2.7,3.3,7.6
128.03,12.71,34.66,28.6,26.53,46.75,306,4,4.89,17.19,26.2,57.79,0.6,183.1,53.87,27.9,33.9,20.3,1010.4,57,2.4,3.3,10.7
118.8,9.02,36.04,26.39,25.65,45.74,293,3,3.67,17.69,24.82,51.97,0.55,167.45,54.35,28.1,33.2,20.6,1011.7,63,2.3,3.3,9.4
119.34,32.75,43.04,49.09,36.8,52.58,296,3,10.05,44.33,26.38,58.54,0.6,137.28,53.98,27.8,33.2,20.8,1012.2,61,2.3,3.3,9.4
136.33,15.98,52.9,40.92,37.74,61.26,312,4,7.14,22.6,25.86,58.64,0.64,146.52,51.52,27.6,34,20.6,1012.6,63,2.3,3.7,9.4
97.08,6.84,45.74,29.8,7.15,41.91,221,3,2.32,8.67,26.94,49.74,1.27,166.69,49.64,28.6,34.8,21.2,1013.5,63,2.1,2.8,7.6
71.41,7.72,34.5,24.53,4.5,65.33,135,2,2.3,11.34,25.48,55.03,0.89,139.1,53.14,28.2,33.9,21.4,1013,63,2.1,3.7,9.4
103.68,7.14,42.79,28.47,9.53,38.11,241,3,3.36,18.01,25.71,53.86,0.67,193.55,55.93,28.5,34.2,21.2,1013.8,58,2.4,6.9,16.5
118.21,11.33,40.95,30.85,10.17,41.1,293,3,2.88,10.5,24.81,53.89,0.79,210.21,54.31,27.3,34.7,19.8,1014.6,60,2.3,3.7,7.6
97.88,7.5,41.27,27.95,12.29,32.79,221,3,2.58,7.62,24.37,51.25,0.82,237.47,51.85,26,32.6,19,1014.2,54,2.3,5.6,14.8
106.05,25.6,44.67,44.25,19.21,31.69,252,3,3.92,13.49,23.81,55.34,0.64,217.64,53.34,24.7,32.5,17.2,1011.8,58,2.3,7.2,18.3
119.43,24.43,49.7,45.98,23.85,56.35,296,3,8.43,25.95,24.38,54.83,0.83,146.45,48.21,25.3,32,16.5,1009.8,56,2.3,5.7,11.1
117.65,25.17,49.11,46.26,22.63,53.05,289,3,6.14,21.45,24.35,56.49,0.54,147.95,46.01,25.6,32.4,17.7,1011,60,1.9,2.8,7.6
163.57,23.91,40.87,40.87,20.95,34.85,333,4,4.79,14.42,23.25,61.63,0.76,196.34,48.17,25.2,32.1,18.2,1012.4,61,1.8,3.9,11.1
230.51,12.75,38.17,30.5,22.44,35.58,384,4,3.73,7.4,23.57,61.56,0.54,213.8,41.3,24.9,30.9,17.6,1013.1,65,1.9,1.9,5.4
207.23,22.95,47.68,43.72,24.05,18.97,367,4,5.63,12.84,23.48,71.06,0.46,197.42,30.22,25.1,31.4,17.4,1012.7,57,1.8,6.9,14.8
190.95,42.22,48.65,59.65,26.27,22.58,353,4,5.85,19.33,22.95,61.89,0.5,214.55,37.41,25,31.5,17.7,1013.5,57,1.6,4.6,11.1
205.04,57.21,49.92,72.33,27.68,20.45,365,4,7.51,27.77,23.3,65.93,0.48,187.89,39.73,24.1,30.2,18.4,1013.7,71,1,2.8,5.4
323.05,34.15,55.51,56.85,32.34,44.41,500,4,7.92,31.8,23.2,64.49,0.59,135.05,37.61,25.2,31,18.6,1012.3,64,1,3.3,9.4
209.03,9.21,40.61,28.97,26.9,15.59,368,4,3.4,8.75,22.83,69.31,0.71,220.65,28.34,24.7,32,16.8,1011.8,63,1,3,9.4
453.77,9.46,36.81,27.15,19.8,11.48,500,4,5.34,10.47,22,79.02,0.65,226.19,41.73,25.4,32,17.1,1011.9,66,0.6,1.7,5.4
214.85,13.9,35.54,30.03,25.24,21.97,372,4,3.3,8.15,22.3,71.69,0.72,267.51,43.34,24.5,31.7,18.8,1013.8,70,0.6,5,14.8
142.16,8.4,35.27,25.48,34.63,27.6,317,4,2.56,9.98,22.18,57.08,0.79,289.01,46.94,23.4,29.5,18.7,1014.6,74,0.6,7.8,14.8
94.67,32.21,40.82,47.49,34.22,27.18,211,3,3.11,11.42,21.91,54.82,0.72,179.32,46.88,24.1,29.4,18.9,1013.7,65,1.3,7.4,16.5
132.96,10.27,53.75,36.81,23.31,10.74,309,4,4.33,13.98,21.5,62.96,0.9,132.25,30.79,23.5,31,17.5,1010.3,60,1.8,10.2,22.2
152.38,20.91,50.74,43.72,22.86,25.41,324,4,5.7,25.53,21.93,66.71,0.52,158.82,41,23.4,32.2,15.2,1009,59,1.9,4.8,9.4
148.73,9.92,36.38,27.29,16.88,24.35,321,4,2.59,8.21,21.78,61.07,0.92,168.1,46.34,20.6,32.3,17,1011,80,1,5.6,13
146.37,7.5,41.01,27.81,15.81,32.59,320,4,2.92,10.02,20.37,44.13,0.63,194.01,43.39,21.9,30,15.6,1013.7,72,1.4,3.3,11.1
195.1,20.51,51.3,43.66,18.49,32.21,357,4,4.22,10.28,20.83,46.06,0.47,199.4,40.94,21.6,30.1,15.6,1013.9,63,1.6,5.4,11.1
275.79,10.43,53.41,36.75,19.16,33.08,500,4,2.88,4.89,20.69,52.63,0.51,178.02,41.49,20.5,29.8,14.5,1013.9,63,1.8,3.5,7.6
301.66,15.41,58.82,43.61,25.76,32.01,500,4,3.75,9.43,20.56,58.46,0.42,165.69,37.76,19.7,29.1,13.5,1013.1,64,0.8,2.4,7.6
318.19,43.96,76.65,75.94,31.13,31.79,500,4,7.93,28.89,21.07,69.23,0.44,175.74,30.42,17.9,29.5,11.7,1014.6,76,1,1.7,7.6
393.16,34.19,57.81,58.1,27.05,32.77,500,4,6.52,17.98,20.82,65.84,0.62,224.22,34.95,20.3,28.2,13.4,1016,71,0.6,0.9,3.5
194.97,22.51,44.85,41.87,22.21,28.51,357,4,4.38,12.6,21.6,64.62,0.99,223.67,39.98,20.2,28.3,15.4,1016.6,81,0.5,2.6,7.6
104,6.3,32.11,22.12,5.88,25.86,245,3,1.06,3.42,22.18,64.81,1.18,317.5,42.34,21.2,27.6,16,1015.3,75,0.5,1.5,5.4
91.29,5.56,33.12,22.07,10.62,33.02,201,3,1.99,4.06,20.55,64.42,0.93,304.03,41.2,22.2,29.2,15.4,1015.3,67,1.4,8.1,13
106.12,32.86,45.19,50.32,18.2,26.54,252,3,3.75,11,19.23,66.65,0.6,229.04,41.39,23,29.3,16.2,1015.1,59,2.1,7.8,14.8
137.8,39.95,48.71,57.87,17.06,31.39,313,4,3.88,10.34,19.67,66.09,0.51,184.94,41.41,18.5,29,15.3,1015.1,79,1.9,5.4,16.5
212.92,123.01,72.03,136.8,75.39,38.41,370,4,27.54,86.03,19.91,66.2,0.47,167.81,39.03,19,26.8,12.3,1014.2,71,1.9,4.1,11.1
204.91,87.17,66.18,104.94,59.03,36.65,364,4,12.24,63.74,20.11,65.89,0.52,175.85,39.03,19.1,28.2,11.4,1015.1,70,1.9,0.4,3.5
143.47,7.9,44.36,29.91,12.94,24.68,317,4,2.88,11.16,20.76,55.78,0.75,230.25,31.56,19.3,28.9,12.5,1016.9,72,1.3,0.7,5.4
159.39,7.48,40.16,27.35,13.91,30.08,330,4,2.71,9.63,19.82,58.19,0.73,313.49,34.73,19.7,28.6,11.8,1016.7,70,1.9,2.4,5.4
156.75,10.19,42.86,30.95,10.7,35.16,327,4,3.16,10.89,20.84,61.2,0.48,168.2,35.11,20.4,27.7,14.7,1016,72,1.9,7.6,13
149.21,38.48,58.23,61.75,27.2,40.96,322,4,10.43,31.27,21.38,53.86,0.68,137.06,33.24,20.7,26.8,15.3,1015.5,73,2.1,5.2,7.6
95.48,6.77,38.28,25.77,5.8,31.52,214,3,2.25,9.34,20.57,59.96,1.11,88.28,31.25,20,26.8,13.7,1016.2,74,1.4,1.1,5.4
60.06,4.35,29.04,18.93,7.33,35.94,100,1,2.13,5.86,19.99,70.21,1.6,99.03,41.83,20.7,27.2,16.2,1015.5,70,1.9,4.3,9.4
65.21,7.78,39.45,27.21,14.56,23.89,114,2,1.55,6.95,19.55,75.27,1.02,111.31,40.44,20.4,27.9,14.5,1015.5,76,1.4,5.6,9.4
119.54,14.6,40.33,33.13,22.63,18.13,296,3,2.55,13.77,18.74,81.16,0.65,212.72,45.46,18.3,27.4,16.2,1016.8,84,1.9,9.3,18.3
151.59,16.49,44.87,37.06,30.73,27.87,324,4,2.78,7.66,17.42,73.39,0.68,255.99,45.05,18.1,24.6,12.5,1017.1,83,2.3,4.8,7.6
188.63,28.81,48.32,48.76,36.43,24.87,352,4,3.12,7.69,16.27,68.57,0.79,233.1,42.76,15.8,24.9,11.7,1017.5,90,1.6,5.9,14.8
184.12,26.24,52.53,48.93,19.67,23.51,349,4,3.15,11.83,17.88,61.96,0.76,254.1,39.52,15.7,23.2,9.4,1017.3,78,1.6,4.1,11.1
130.61,42.26,49.07,59.91,14.01,26.48,307,4,3.86,9.5,18.38,61.73,0.62,164.94,36.89,15.4,23.4,8,1017.8,72,1.8,5.6,14.8
186.06,91.73,45.97,97.84,44.64,38.36,350,4,3.26,12.9,17.6,59.35,0.57,156.41,42.59,15.4,24.3,9.1,1017.3,66,1.8,5.7,16.5
208.46,31.66,49.8,51.82,30.86,18.8,367,4,5.75,19.54,16.8,68.83,0.6,178.52,38.78,14.6,24.4,7.9,1019.7,72,1.8,2,7.6
207.89,41.11,39.43,53.86,36.09,26.23,367,4,6.52,17.23,17.07,71.16,0.51,172.92,40.91,14.4,24,7.6,1021.5,78,0.6,1.5,7.6
220.97,74.83,41.59,81.99,57.37,19.98,376,4,10.03,48.11,17.03,70.04,0.58,179,40.87,15.9,24,8.4,1020.3,81,0.8,1.9,7.6
179.49,48.03,41.86,60.69,30.82,24.99,345,4,5.64,16.55,16.55,68.05,0.47,186.79,40.48,15.1,24.2,9.3,1019.1,85,1.3,0.6,25.9
188.22,57.52,41.95,68.33,48.82,28.29,352,4,6.48,21.18,16.27,70.96,0.56,205.26,37.72,15.3,24.8,8.7,1019,78,1,1.5,7.6
258.75,93.07,53.25,102.78,64.74,28.14,500,4,15.12,45.96,16.62,70.2,0.59,163.84,33.56,14.8,23.8,7.7,1018.3,76,1.1,1.9,7.6
249.2,52.82,61.75,75.1,38.36,38.5,399,4,9.34,31.65,17.43,63.75,1.03,142.86,20.47,16.8,23.5,7.4,1015.4,67,1.1,4.3,11.1
109.18,4.8,28.9,19.21,19.1,36.34,262,3,2.42,5.09,16.9,85.11,1.53,176.71,26.61,15.8,22.8,7.9,1014,80,0.8,1.9,3.5
89.59,8.15,31.3,23.17,7.83,20.89,196,2,2.41,8.02,16.63,77.34,0.64,184.27,28.5,16.4,23.2,12.8,1013,85,0.8,8.5,13
102.99,10.85,31.36,25.37,10.24,19.32,238,3,2.72,9.88,16.18,78.31,0.8,188.59,20.3,15.2,21.5,12.4,1014.4,94,1,7.2,11.1
100.54,6.86,25.13,18.85,3.68,14.87,231,3,2.37,3.7,13.29,87.81,1.12,304,8.99,14.7,18.7,9.7,1020.3,88,1.4,3,5.4
95.19,6.15,23.87,17.62,5.82,19.07,214,3,1.46,4.34,12.26,74.56,1.07,252.72,11.59,14.2,19.2,9.8,1020,87,1.3,6.5,11.1
118.91,13.71,25.99,24.79,6.95,24.95,293,3,2.72,6.93,12.98,74.23,0.71,261.72,23.16,11.4,19.8,10.2,1021,95,1.3,7.8,11.1
213.23,45.91,43.24,59.73,16.11,16.01,371,4,8,22.06,10.89,87.74,0.58,182.91,25.58,10.6,12.9,8.2,1021.7,90,1.3,5.7,13
244.68,20.92,40.96,38.53,15.42,8.31,395,4,5.94,15.98,11.81,86.58,0.6,226.48,23,12.2,18,7,1020.5,81,1,3.9,7.6
230.05,13.45,33.37,28.51,10.13,7.77,384,4,4.69,11.33,12.86,87.08,0.71,236.86,25.42,10.3,18,5.2,1018.8,94,0.3,3.1,7.6
140.68,14.4,28.03,26.44,8.67,9.58,315,4,3.7,11.52,12.55,91.68,0.86,252.64,23.32,12.1,17.4,6.4,1016.8,91,0.3,5.7,11.1
153.41,8.06,26.9,20.76,9.88,14.23,325,4,2.98,6.3,12.66,86.51,0.99,227.86,20.3,12.6,17.5,8.8,1017.9,90,0.6,5.7,9.4
232.05,28.73,41.71,45.17,8.85,23.91,386,4,5.84,19.47,11.92,84.94,0.71,127.59,36.33,11.3,18,7.4,1019,92,0.8,7.8,14.8
153.44,16.55,29.18,28.76,9.38,8.04,325,4,4.13,13.61,9.97,88.36,1,253.2,36.01,9.6,14.6,6.6,1018.6,91,0.6,3.7,74.1
205.88,9.91,28.6,23.14,4.73,8.18,365,4,3,7.54,10.47,83.71,0.83,246.25,36.88,11.4,15.6,5.7,1020.1,85,0.3,4.4,5.4
213.59,7.1,33.3,23.4,4.79,12.93,371,4,3.88,12.29,9.88,80.38,0.75,142.35,42.33,8.4,17.2,6,1019.4,93,0.8,8.1,11.1
259.55,51.18,32.14,58.04,14.72,5.99,500,4,8.34,28.85,8.17,91.24,0.52,209.34,36.94,8.8,13,5.4,1018.6,85,0.6,4.6,7.6
291.92,20.89,41.6,38.84,12.68,15.82,500,4,6.77,14.99,8.78,85.39,0.63,191.79,41.98,8.6,13.6,4.2,1019.6,83,0.6,3.3,7.6
288.47,34.34,45.14,51.48,19.05,1.75,500,4,8.67,16.35,8.34,94.65,0.63,174.47,25.84,7.1,14.4,2.4,1020.8,92,0.5,2.4,5.4
193.07,6.98,32.84,23.05,6.31,12.6,356,4,3.48,5.15,9.11,78.13,1.27,147.9,41.14,8.8,15.5,3.4,1020.4,85,0.6,3.3,5.4
329.87,114.93,36.6,111.41,38.44,21.23,500,4,13.53,33.93,9.02,79.92,0.69,149.26,52.26,8.1,14.7,4.8,1021,84,1,4.8,9.4
414.16,140.44,46.41,137.04,70.2,14.88,500,4,30.79,72.31,9.69,79.39,0.56,130.06,50.41,10.8,20.2,2.4,1022.1,84,0.6,3.1,13
215.46,109.86,35.16,106.59,36.1,13.1,373,4,10.05,41.64,11.08,78.09,0.55,158.51,51.83,13.7,22,4.6,1020.9,80,0.8,2,7.6
184.49,76.02,34.71,79.28,27.24,13.03,349,4,6.89,23.91,12.49,80.57,0.6,217.6,54.22,14.4,23,7.6,1018.5,82,1.3,2,7.6
149.39,10.1,35.1,26.75,11.54,20.12,322,4,2.67,9.06,12.44,72.8,0.86,164.81,51.81,13.6,23.5,8,1017.8,81,0.8,4.6,11.1
158.08,13.81,37.55,31.02,9.8,10.22,329,4,3.07,8.85,12.62,73.26,0.72,124.79,30.8,14.2,21.6,7,1018.7,77,1.6,6.3,14.8
106.53,10.99,42.05,31.16,11.49,18.07,252,3,3.44,11.89,12.74,77.82,0.95,126.04,36.24,15.2,21.2,9.9,1019.3,78,1.1,3.5,5.4
107.48,11.27,34.34,27.28,11.39,4.68,255,3,3.28,9.67,12.35,91.82,0.82,154.49,20.54,15,19.1,11.6,1016.2,88,1.3,5.4,7.6
92.22,5.9,24.19,17.58,4.14,11.78,204,3,1.08,5.66,10.91,85.99,1.28,283.66,41.35,13.2,19,11,1015.3,99,0.6,5,7.6
123.44,10.13,34.67,26.55,6.42,15.24,302,4,2.52,7.21,9.29,85.71,0.89,311.68,54.27,10.4,14.6,7.8,1020.8,89,0.8,6.3,9.4
166.9,25.81,44.01,44.06,13.44,19.71,335,4,3.57,11.81,10.36,71.75,0.61,258.31,58.62,10.7,17.4,5.3,1020.4,82,0.8,5.7,14.8
195.69,61.61,40,70.56,28.99,12.91,357,4,5.23,17.23,11.8,75.61,0.58,212.39,58.43,12,19.9,5.8,1020,75,1,4.1,9.4
231.52,45.28,45.93,60.66,45.71,17.22,385,4,9.27,32.34,12.28,75.42,1.22,170.9,38.55,13.6,22.2,7.1,1015.7,74,1.6,4.4,11.1
102.95,6.86,27.82,20.28,11.37,10.34,238,3,1.53,4.53,12.1,85.87,1.24,117.31,48.41,14.2,23.4,8,1012.5,85,1,7.8,13
107.23,10.91,31.78,25.64,9.12,14.52,255,3,2.28,7.67,11.89,81.98,0.87,94.3,61.13,12.6,19.9,8.6,1016.3,89,1,4.3,9.4
147.21,8.11,30.45,22.69,5.16,8.55,320,4,2.62,8.12,12.2,84.85,0.93,120.15,45.26,13.7,19.8,6.4,1016.3,80,1,4.4,9.4
124,10.43,25.53,21.93,25.8,9.8,303,4,2.91,11.84,13.73,89.06,0.89,173.08,56.2,13.2,19.9,9.5,1016,95,0.8,5,7.6
113.16,18.13,29.37,30.13,27.99,5.31,276,3,4.06,17.84,13.45,88.9,0.64,147.98,57.99,13.2,17.4,10.4,1017.3,92,0.6,4.8,11.1
109.49,6.94,24.01,18.32,21.22,7.79,262,3,2.17,5.87,12.82,85.42,1.04,260.69,69.43,12.3,17.7,8.4,1019,90,0.6,4.4,5.4
119.18,5.51,23.32,16.82,16.53,11.21,296,3,1.96,3.63,12.86,87.36,0.84,294.18,42.9,11,17.7,7,1019.8,87,1,9.8,16.5
220.47,60.22,29.06,63.63,24.89,15.52,376,4,6.75,19.42,13.54,84.77,0.75,144.56,65.03,11.9,16.7,8.3,1018.5,89,0.6,5.2,11.1
201.81,45.71,28.26,51.6,36.08,12.91,362,4,9.51,29.37,13.53,89.53,0.72,228.49,57.42,13.6,20,9.2,1019.7,87,0.6,3.5,9.4
119.86,13.89,26.84,25.39,8.07,9.73,296,3,2.13,6.59,13.32,75.65,1.23,304.21,68.64,12.7,20.2,7.1,1021.1,88,0.6,8.1,14.8
94.59,5.29,29.77,20.07,16.12,9.95,211,3,1.07,4.04,16.28,64.69,1.18,307.37,62.09,14.1,20,9,1019,65,2.3,10.6,18.3
124.38,34.95,35.41,46.79,25.15,22.57,303,4,2.75,11.1,13.66,69.56,0.68,206.13,66.24,13.2,20.6,7.4,1016.7,67,2.6,10.4,22.2
176.48,42.42,32.31,51.13,34.69,24.4,343,4,4.78,17.15,15.3,73.8,0.7,202.38,66.92,11.6,21.1,4.8,1017.1,80,1.6,2.6,5.4
207.34,60.71,46.18,73.13,34.73,10.99,367,4,5.05,14.76,15.72,76.27,0.7,136.75,47.71,14.7,22.6,6.9,1015,73,1.3,5.2,13
100.44,5.12,32.42,21.34,15.01,26.03,231,3,2.24,6.67,15.91,75.56,1.39,119.32,67.91,15.5,22.7,8.5,1012.1,79,1,4.3,9.4
87.86,7.63,26.29,20.09,3.21,24.24,189,2,1.08,5.06,15.08,78.65,0.92,162.55,78.19,16,23,10.5,1011.6,90,1.3,8.3,13
112.07,13.7,31.16,27.53,2.11,16.19,272,3,2.12,9.43,14.51,78.35,0.95,187.12,74.37,14.5,22.2,10.2,1017.7,83,1.4,5,14.8
104.4,13.25,29.77,26.44,2.79,17.45,245,3,1.79,7.17,13.27,79.08,0.86,249.96,81.6,13.6,20.6,8,1017.8,82,1,5.6,13
119.76,24.02,30.37,35.37,2.58,25.3,296,3,3.85,17.63,13.77,75.14,0.83,161.43,74.82,12.9,20.2,7.2,1016,77,1.6,6.7,13
118.44,11.94,29.34,25.16,11.31,24.59,293,3,2.39,7.01,13.61,78.04,0.92,233.23,81.97,12.3,19.7,5.7,1019.6,82,1.4,3.3,13
139.5,15.59,33.66,30.37,5.09,22.92,314,4,2.52,6.15,13.52,70.83,0.61,253.84,77.12,12.1,19.9,6,1020.3,83,1.1,5.7,13
